date,equity,daily_return,cumulative_return
2024-12-05,1115715.9499999997,0.00055241684837289,0.11571594999999979
2024-12-06,1123787.9499999997,0.007234816352674713,0.12378794999999965
2024-12-09,1120963.9499999997,-0.0025129295967268564,0.12096394999999971
2024-12-10,1129619.9499999997,0.007721925401793699,0.1296199499999997
2024-12-11,1128243.9499999997,-0.001218108798450311,0.12824394999999966
2024-12-12,1132035.9499999997,0.0033609752571684528,0.13203594999999968
2024-12-13,1114563.9499999997,-0.015434138818647945,0.11456394999999975
2024-12-16,1107643.9499999997,-0.0062087061043020475,0.10764394999999971
2024-12-17,1112099.9499999997,0.004022953404837359,0.11209994999999973
2024-12-18,1110555.9499999997,-0.0013883644181442508,0.11055594999999974
2024-12-19,1116323.9499999997,0.005193795053729622,0.11632394999999973
2024-12-20,1114451.9499999997,-0.0016769325785763178,0.11445194999999964
2024-12-23,1110515.9499999997,-0.0035317808004194356,0.1105159499999997
2024-12-24,1115027.9499999997,0.004062976312947149,0.11502794999999977
2024-12-25,1113443.9499999997,-0.0014205921923302464,0.11344394999999974
2024-12-26,1119651.9499999997,0.0055754939438127996,0.11965194999999973
2024-12-27,1114607.9499999997,-0.004504971388653412,0.11460794999999968
2024-12-30,1116167.9499999997,0.0013995952567896187,0.11616794999999969
2024-12-31,1111539.9499999997,-0.004146329412164183,0.11153994999999961
