date,total_value,cash,positions_value
2024-07-23,1043631.8994719278,337964.8994719278,705667.0
2024-07-24,1041949.9326377573,475254.9326377573,566695.0
2024-07-25,1041364.9326377573,475254.9326377573,566110.0
2024-07-26,1033576.3341932573,622650.3341932573,410926.0
2024-07-29,1029117.0311082572,746914.0311082572,282203.0
2024-07-30,1027436.0311082572,746914.0311082572,280522.0
2024-07-31,1040308.4159510573,299809.41595105734,740499.0
2024-08-01,1034169.9093235574,446296.9093235574,587873.0
2024-08-02,1021814.9093235574,446296.9093235574,575518.0
2024-08-05,1017287.6062979565,577573.6062979565,439714.0
2024-08-06,1021829.6062979565,577573.6062979565,444256.0
2024-08-07,1015839.6062979565,577573.6062979565,438266.0
2024-08-08,1017280.6062979565,577573.6062979565,439707.0
2024-08-09,1011850.6062979565,577573.6062979565,434277.0
2024-08-12,1017169.6062979565,577573.6062979565,439596.0
2024-08-13,1016077.6062979565,577573.6062979565,438504.0
2024-08-14,1011929.6062979565,577573.6062979565,434356.0
2024-08-15,1017392.6132667565,717737.6132667565,299655.0
2024-08-16,1020315.6132667565,717737.6132667565,302578.0
2024-08-19,1019991.6132667565,717737.6132667565,302254.0
2024-08-20,1024014.6159654566,724293.6159654566,299721.0
2024-08-21,1024078.9290584566,424213.92905845656,599865.0
2024-08-22,1027459.9290584566,424213.92905845656,603246.0
2024-08-23,1030278.7915292566,276257.79152925656,754021.0
2024-08-26,1030184.7915292566,276257.79152925656,753927.0
2024-08-27,1031623.7915292566,276257.79152925656,755366.0
2024-08-28,1026861.7915292566,276257.79152925656,750604.0
2024-08-29,1010779.7915292566,276257.79152925656,734522.0
2024-08-30,1015186.6906568566,273795.6906568566,741391.0
2024-09-02,1005725.6906568566,273795.6906568566,731930.0
2024-09-03,1008979.6906568566,273795.6906568566,735184.0
2024-09-04,1006362.4443064566,423642.4443064566,582720.0
2024-09-05,1008876.0037612163,581823.0037612163,427053.0
2024-09-06,1005633.0037612163,581823.0037612163,423810.0
2024-09-09,1003061.4348068163,726601.4348068163,276460.0
2024-09-10,1002658.4348068163,726601.4348068163,276057.0
2024-09-11,1010113.4348068163,726601.4348068163,283512.0
2024-09-12,1008004.4348068163,726601.4348068163,281403.0
2024-09-13,1006314.4348068163,726601.4348068163,279713.0
2024-09-18,1008645.1434585163,730534.1434585163,278111.0
2024-09-19,1006568.0666948163,283074.06669481634,723494.0
2024-09-20,999582.7181598163,410829.71815981634,588753.0
2024-09-23,1000048.7181598163,410829.71815981634,589219.0
2024-09-24,1026933.4618875163,267402.4618875164,759531.0
2024-09-25,1039695.4618875163,267402.4618875164,772293.0
2024-09-26,1076019.8083121884,288066.8083121883,787953.0
2024-09-27,1084489.7745683505,344840.77456835046,739649.0
2024-09-30,1136698.3046676493,515886.3046676493,620812.0
2024-10-08,1178320.3786472003,593414.3786472004,584906.0
2024-10-09,1128075.6877931126,427217.6877931126,700858.0
2024-10-10,1138994.6877931126,427217.6877931126,711777.0
2024-10-11,1114047.6877931126,427217.6877931126,686830.0
2024-10-14,1119734.9843371955,401213.9843371955,718521.0
2024-10-15,1099022.9843371955,401213.9843371955,697809.0
2024-10-16,1101663.9599412982,354943.9599412983,746720.0
2024-10-17,1090917.9599412982,354943.9599412983,735974.0
2024-10-18,1095553.9599412982,354943.9599412983,740610.0
2024-10-21,1084710.9599412982,354943.9599412983,729767.0
2024-10-22,1084953.9599412982,354943.9599412983,730010.0
2024-10-23,1091083.9599412982,354943.9599412983,736140.0
2024-10-24,1088074.1423117984,360443.1423117983,727631.0
2024-10-25,1084623.1423117984,360443.1423117983,724180.0
2024-10-28,1078986.1423117984,360443.1423117983,718543.0
2024-10-29,1079011.6524531983,498465.6524531983,580546.0
2024-10-30,1068144.1207251982,352516.1207251983,715628.0
2024-10-31,1066013.6202307856,632343.6202307856,433670.0
2024-11-01,1063934.6202307856,632343.6202307856,431591.0
2024-11-04,1069747.2396147856,483430.23961478553,586317.0
2024-11-05,1081211.6925603854,334388.69256038556,746823.0
2024-11-06,1081755.6925603854,334388.69256038556,747367.0
2024-11-07,1125720.6925603854,334388.69256038556,791332.0
2024-11-08,1122473.4798902133,507287.47989021335,615186.0
2024-11-11,1127746.3853402133,358594.38534021337,769152.0
2024-11-12,1112840.3853402133,358594.38534021337,754246.0
2024-11-13,1121487.0982812245,383619.0982812245,737868.0
2024-11-14,1104776.0982812245,383619.0982812245,721157.0
2024-11-15,1097653.4989336862,521256.4989336862,576397.0
2024-11-18,1085798.0389391307,496574.0389391308,589224.0
2024-11-19,1082657.9489003308,646352.9489003308,436305.0
2024-11-20,1083190.9489003308,646352.9489003308,436838.0
2024-11-21,1082734.6889350307,500612.68893503083,582122.0
2024-11-22,1066872.1060334789,635589.1060334787,431283.0
2024-11-25,1064787.1060334789,635589.1060334787,429198.0
2024-11-26,1070633.1060334789,635589.1060334787,435044.0
2024-11-27,1077650.1060334789,635589.1060334787,442061.0
2024-11-28,1073517.1060334789,635589.1060334787,437928.0
2024-11-29,1078190.1060334789,635589.1060334787,442601.0
2024-12-02,1077451.2504614787,490160.2504614787,587291.0
2024-12-03,1072888.2816466787,341943.2816466787,730945.0
2024-12-04,1070063.2816466787,341943.2816466787,728120.0
2024-12-05,1071240.2816466787,341943.2816466787,729297.0
2024-12-06,1078919.5354155786,336192.5354155787,742727.0
2024-12-09,1079406.5354155786,336192.5354155787,743214.0
2024-12-10,1092513.5354155786,336192.5354155787,756321.0
2024-12-11,1086671.5354155786,336192.5354155787,750479.0
2024-12-12,1093846.5354155786,336192.5354155787,757654.0
2024-12-13,1075587.5354155786,336192.5354155787,739395.0
2024-12-16,1079293.5354155786,336192.5354155787,743101.0
2024-12-17,1075823.2579375787,477806.2579375787,598017.0
2024-12-18,1082718.5087544788,783556.5087544789,299162.0
2024-12-19,1081084.961700079,634514.9617000789,446570.0
2024-12-20,1080394.961700079,634514.9617000789,445880.0
2024-12-23,1082576.825687279,784313.8256872789,298263.0
2024-12-24,1083664.9847650789,635045.9847650789,448619.0
2024-12-25,1086694.9847650789,635045.9847650789,451649.0
2024-12-26,1084645.5217450787,491459.52174507885,593186.0
2024-12-27,1083919.6834234789,342193.68342347885,741726.0
2024-12-30,1084666.6834234789,342193.68342347885,742473.0
2024-12-31,1078460.6834234789,342193.68342347885,736267.0
